 conversations
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Los contribuyentes que tienen operaciones amparadas a un régimen especial de facturación concedido con anterioridad a la Resolución N° 798/2012, pueden seguir aplicando dicho régimen especial luego de su ingreso al régimen de facturación electrónica?"}{"role": "assistant", "content": "No, el numeral 28º de la Resolución Nº 798/2012 establece que no resultarán aplicables a los CFE ni a los CFC, las excepciones al régimen general de documentación de operaciones otorgadas a los sujetos pasivos en forma previa a su incorporación al régimen de CFE. [cite: 496] (Creado 29/10/2018)"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Los corredores y productores del Banco de Seguros del Estado y compañías y agencias de seguros que ingresan al régimen de facturación electrónica, pueden seguir aplicando la Resolución N° 406/1982 de 11 de agosto de 1982 para la documentación de los servicios de corretaje prestados?"}{"role": "assistant", "content": "No, el artículo 8º del Decreto Nº 36/012 de 8 de febrero de 2012 establece que... [cite: 497]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Qué se debe hacer ante una modificación que implique un cambio o actualización del domicilio fiscal?"}{"role": "assistant", "content": "Ante una modificación que implique cambiar o actualizar el domicilio fiscal (tanto el principal como el de una sucursal), impactará dando lugar a un nuevo número de local el cual deberá ser tenido en cuenta al confeccionar los nuevos CFE. [cite: 499] La consulta correspondiente al nuevo código asignados a la Casa Principal y/o sucursal está disponible en la página web de DGI/Servicios en Línea/Registro Único Tributario/Consulta de Datos, previa identificación del contribuyente. (Modificado 13/08/2021)"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Qué requisitos son necesarios para ingresar al sistema?"}{"role": "assistant", "content": "Los requisitos necesarios para ingresar al sistema de facturación electrónica son: • Estar registrado en el Registro Único Tributario (RUT) de la DGI. [cite: 500] • Estar al día con las obligaciones tributarias. [cite: 500] • Contar con Firma Electrónica Avanzada. [cite: 500] • Tener un software que permita la emisión de Comprobantes Fiscales Electrónicos (CFE). [cite: 500] • Cumplir con los requisitos técnicos y funcionales establecidos por la DGI."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cómo se puede ingresar al sistema de facturación electrónica?"}{"role": "assistant", "content": "El ingreso al sistema de facturación electrónica puede realizarse a través de dos procedimientos: el procedimiento tradicional y el procedimiento simplificado. [cite: 501]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿En qué consiste la etapa de Postulación mediante el procedimiento tradicional de ingreso al régimen?"}{"role": "assistant", "content": "La etapa de Postulación en el procedimiento tradicional de ingreso al régimen consiste en la presentación de la solicitud de ingreso al sistema de facturación electrónica ante la DGI, cumpliendo con los requisitos establecidos. [cite: 502]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿En qué consiste la etapa de Comunicación como emisor mediante el procedimiento tradicional de ingreso al régimen?"}{"role": "assistant", "content": "La etapa de Comunicación como emisor en el procedimiento tradicional de ingreso al régimen consiste en la notificación a la DGI de la fecha a partir de la cual el contribuyente comenzará a emitir Comprobantes Fiscales Electrónicos (CFE). [cite: 503]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿En qué momento queda habilitado a operar como emisor/receptor electrónico?"}{"role": "assistant", "content": "El contribuyente queda habilitado a operar como emisor/receptor electrónico una vez que la DGI notifica la habilitación, luego de cumplidas las etapas de Postulación y Comunicación. [cite: 504]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Qué debe hacer el emisor electrónico con la documentación papel no utilizada que fue sustituida por la electrónica?"}{"role": "assistant", "content": "El emisor electrónico debe conservar la documentación en papel no utilizada, debiendo inutilizarla y mantenerla a disposición de la DGI. [cite: 505]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Hay algún plazo para la puesta en producción del sistema de facturación electrónica?"}{"role": "assistant", "content": "Sí, existen plazos establecidos por la DGI para la puesta en producción del sistema de facturación electrónica, los cuales varían según el tipo de contribuyente. [cite: 506]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Un emisor electrónico puede incorporar al sistema de facturación electrónica un nuevo comprobante fiscal?"}{"role": "assistant", "content": "Sí, un emisor electrónico puede incorporar al sistema de facturación electrónica un nuevo comprobante fiscal, previa autorización de la DGI. [cite: 507]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Puede ser cancelada una solicitud de ingreso al sistema de facturación electrónica?"}{"role": "assistant", "content": "Sí, una solicitud de ingreso al sistema de facturación electrónica puede ser cancelada, según lo establezca la DGI. [cite: 508]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿En qué situaciones un emisor electrónico queda desafiliado?"}{"role": "assistant", "content": "Un emisor electrónico puede quedar desafiliado del sistema de facturación electrónica por incumplimiento de las obligaciones tributarias, por cese de actividades, o por decisión de la DGI. [cite: 508]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cómo se solicitan las claves de usuario para ingresar al Portal de eFactura?"}{"role": "assistant", "content": "Las claves se deben solicitar en la Web de la DGI a través del Portal de Servicios en Línea/eFactura /Solicitud Usuario previa identificación del contribuyente, consignando cédula de identidad o NIE, nombre y casilla de correo del usuario para el que se solicita la clave. [cite: 509]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Qué son y cómo se obtienen las claves con y sin contrato?"}{"role": "assistant", "content": "La clave sin contrato es la que se utiliza para acceder a los datos protegidos con secreto tributario y a los trámites que no requieren timbre profesional. [cite: 510] La clave con contrato además, permite el envío de las declaraciones juradas confeccionadas a través de programas de ayuda y que llevan timbres profesionales. [cite: 510]"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cómo se actualiza la información declarada al postularse en el formulario 'Solicitud de Ingreso al Sistema de CFE'?"}{"role": "assistant", "content": "El emisor electrónico debe mantener actualizada toda la información declarada en la “Solicitud de Ingreso al Sistema de CFE”. [cite: 511] La actualización se realiza indistintamente en los ambientes de “Homologación” o de “Producción” ingresando a la opción “Actualización de Datos” disponible en ambos ambientes. [cite: 511] Esta opción se encuentra habilitada exclusivamente para contribuyentes autorizados como emisores electrónicos. (Modificado 13/08/2021)"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cómo se consulta los datos declarados al postularse en el formulario 'Solicitud de Ingreso al Sistema de CFE'?"}{"role": "assistant", "content": "Ingresando en el ambiente de Homologación, en la opción Consultas/Estado de la solicitud y presionando el link del número de solicitud, puede acceder a los datos del formulario “Solicitud de Ingreso al Sistema de CFE”. [cite: 512] Esta opción se encuentra habilitada exclusivamente para contribuyentes autorizados como emisores electrónicos. (Modificado 13/08/2021)"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Qué direcciones de correo electrónico se constituyen al postularse en el formulario 'Solicitud de Ingreso al Sistema de CFE'?"}{"role": "assistant", "content": "Se deben constituir tres direcciones de correo: • mail... [cite: 513]"}
  
